text,label
shore takin bus,0
important information 4 orange user . today lucky day ! 2find log onto http : //www.urawinner.com 'S FANTASTIC SURPRISE AWAITING !,1
funeral home Audrey dad,0
http//tms . widelive.com/index . wml ? id=820554ad0a1705572711 & first=true¡C C Ringtone¡,1
gobi art college,0
Ok. C u .,0
6 ft. good combination !,0
get step 2 outta way . Congrats .,0
Hi yijue ... 's regarding 3230 textbook 's intro algorithm second edition ... 'm selling $ 50 ...,0
Dont know support as srt thnk . think ps3 play usb,0
& lt ; # & gt ; w jetton ave forgot,0
"Thanks ringtone order , ref number K718 . mobile charged £4.50 . tone arrive please call customer service 09065069120",1
good hear,0
stop . however suggest stay someone able give or every stool .,0
vl bcum difficult ..,0
"ca n't right second , got ta hit people first",0
"Sorry , 'll call later",0
Hey . reply pa ..,0
simple arithmetic percentage .,0
Eat old airport road ... 630 oredi ... Got lot pple ...,0
got * thing . may * pub later .,0
Wait.i come .. & lt ; # & gt ; min : ),0
ü pay first lar ... da stock comin ...,0
. check room befor activity,0
7 wonder WORLD 7th 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS 1st `` Ur Lovely Friendship '' ... good morning dear,0
LIFE never much fun great came . made truly special . wo n't forget ! enjoy @ one gbp/sms,1
"Oh really ? perform , write paper , go movie home midnight , huh ?",0
Yo im right yo work,0
U subscribed best Mobile Content Service UK £3 per ten day send STOP 83435 . Helpline 08706091795 .,1
Pls speak . wont ask anything friendship .,0
picked receipt something earlier,0
come karnan car . Please wait till 6pm directly goto doctor .,0
"Carlos pick , 'll swing usf little bit",0
hate . call didnt accept even single call mine . even messaged,0
guy leaving ?,0
"Haha , thinkin",0
"Sorry , 'll call later",0
Howz pain.it come today.do said ystrday.ice medicine .,0
"march ending , ready . call sure . problem capital never complete . far . 's work lady",0
? Izzit still raining ?,0
Try something dear . read something exam,0
Please call customer service representative FREEPHONE 0808 145 4742 9am-11pm guaranteed £1000 cash £5000 prize !,1
( said text one time ? ),0
Cool . & lt ; # & gt ; inch long . hope like big !,0
take post come ! must 1000 text ! Happy reading . one wiv hello caroline end favourite . Bless,0
Oh shut . Omg yesterday dream 2 kid boy . pissed . kid boy . even told mark dream changing diaper cause 'm getting owed face .,0
Aight well keep informed,0
"Sir Goodmorning , free call .",0
"Final Chance ! Claim ur £150 worth discount voucher today ! Text YES 85023 ! SavaMob , member offer mobile ! Cs SavaMob POBOX84 , M263UZ . £3.00 Subs 16",1
asked sen come chennai search job .,0
take away money worry,0
Thankyou much call . appreciate care .,0
Wat time u finish ur lect today ?,0
part checking IQ,0
£400 XMAS REWARD WAITING ! computer randomly picked loyal mobile customer receive £400 reward . call 09066380611,1
ur change 2 da report big ? Cos 've already made change 2 da previous report .,0
'm surprised still guess right lor ...,0
"`` ER , ENJOYIN INDIANS MO .. yeP . SaLL gOoD HehE ; > hows bout u shexy ? Pete Xx ''",0
UR GOING 2 BAHAMAS ! CallFREEFONE 08081560665 speak live operator claim either Bahamas cruise of£2000 CASH 18+only . opt txt X 07786200117,1
"Sounds good , keep posted",0
HMM yeah grooved ! im looking forward pound special : ),0
"promise take good care , princess . run . Please send pic get chance . Ttyl !",0
"Yeah , 'll leave maybe 7ish ?",0
Good afternoon boytoy . go walking day ? get police abstract ? still ? wake miss babe,0
Nothing spl .. wat abt u whr ru ?,0
"Ah , well confuses thing , ‘ ?",0
Indeed way either - !,0
"say fantastic chance , anything need bigger life lift losing 2 live , think would first person 2 die N V Q ?",0
Pls tell nelson bb 's longer comin . money expecting aint coming,0
Ok ill tell company,0
cant keep talking people sure pay agree price . pls tell want really buy much willing pay,0
Guai ... Ü shd haf seen 's naughty ... Ü free today ? go jogging ...,0
ur face test ( 1 2 3 4 5 6 7 8 9 & lt ; # & gt ; ) select number tell ur face astrology .... waiting . quick reply ...,0
call .. message .. missed call,0
88800 89034 premium phone service call 08718711108,1
3 pa selected .,0
'll text drop x,0
Ok ...,0
K .. u also dont msg reply msg ..,0
joining today formally.Pls keep praying.will talk later .,0
? Might accidant tookplace somewhere ghodbandar rd . Traffic move slovely . plz slip & amp ; n't worry .,0
"SMSSERVICES . yourinclusive text credit , pls goto www.comuk.net login= 3qxj9 unsubscribe STOP , extra charge . help 08702840625.COMUK . 220-CM2 9AE",1
Ffffffffff . Alright way meet sooner ?,0
HI BABE U R LIKELY BED IM SORRY TONIGHT ! REALLY WAN NA SEE U TOMORROW CALL 9 . LOVE XXX,0
URGENT ! trying contact U. Todays draw show £800 prize GUARANTEED . Call 09050001808 land line . Claim M95 . Valid12hrs,1
mean fat head,0
Hey 've booked 2 lesson sun liao ...,0
"Hi babe Chloe , r u ? smashed saturday night , great ! weekend ? U missing ? SP visionsms.com Text stop stop 150p/text",1
Watching telugu movie .. wat abt u ?,0
URGENT ! trying contact U. Todays draw show £2000 prize GUARANTEED . Call 09058094507 land line . Claim 3030 . Valid 12hrs,1
Ya cant display internal sub got ta extract,0
Lol ... really need remember eat 'm drinking appreciate keeping company night babe * smile *,0
Ooooooh forgot tell u get yoville phone,0
URGENT ! Mobile number awarded £2000 prize GUARANTEED . Call 09058094455 land line . Claim 3030 . Valid 12hrs,1
xam hall boy asked girl Tell starting term dis answer den manage lot hesitation n lookin around silently said ! intha ponnungale ipaditan ; ),0
Home always chat,0
K .. k .. special today ?,0
U R BEAUTIFUL GIRL IVE EVER SEEN . U R BABY COME C COMMON ROOM,0
"Oops , & lt ; # & gt ; ?",0
think 's still car,0
"many people seems special first sight , remain special till last sight .. Maintain till life end .. take cr da",0
nothing . Ok anyway give treat,0
take & lt ; # & gt ; min,0
Match started.india & lt ; # & gt ; 2,0
Honey boo 'm missing u .,0
back . Bit long co accident a30 . divert via wadebridge.I brilliant weekend thanks . Speak soon . Lots love,0
Nothing lor ... bit bored ... dun u go home early 2 sleep today ...,0
Well might come ...,0
going college pa. . else ill come self . Pa .,0
"waking 4 afternoon , sup",0
tell happen dont behave like . Ok need say,0
"Free-message : Jamster ! Get crazy frog sound ! poly text MAD1 , real text MAD2 88888 . 6 crazy sound 3 GBP/week ! 16+only ! & C 's apply",1
"made ! Eta taunton 12:30 planned , hope ‘ still okday ? ! Good see ! : -xx",0
WIN year supply CDs 4 store ur choice worth £500 & enter £100 Weekly draw txt MUSIC 87066 Ts & Cs www.Ldew.com.subs16+1win150ppmx3,1
drug able eat .,0
chikku nt yet .. Ya 'm free,0
juz remembered got ta bathe dog today ..,0
Great . send account number .,0
remain unconvinced n't elaborate test willpower,0
Ic . lotta childporn car .,0
U reach orchard already ? U wan 2 go buy ticket first ?,0
Ok msg u b4 leave house .,0
Please tell special stock talking,0
K : ) k : ) good : ) study well .,0
Mmmm .... cant wait lick !,0
"Congrats ! 1 year special cinema pas 2 . call 09061209465 ! C Suprman V , Matrix3 , StarWars3 , etc 4 FREE ! bx420-ip4-5we . 150pm . Dont miss !",1
Hi .... engagement fixd & lt ; # & gt ; th next month . know really shocking bt .... hmm njan vilikkam .... w al sudn ; - ( .,0
would u fuckin believe didnt know thurs pre booked cancelled ! need b sacked,0
Guessin ai n't gon na 9 ?,0
gon na pick $ 1 burger way home . ca n't even move . Pain killing .,0
"idc get , weaseling way shit twice row",0
safe trip Nigeria . Wish happiness soon company share moment,0
Sure since parent working Tuesday n't really need cover story,0
Hi ! spoke MANEESHA V. 'd like know satisfied experience . Reply Toll Free Yes .,0
Yup 've finished c ü ...,0
: ( ....,0
"Cool , text head",0
okmail : Dear Dave final notice collect 4 * Tenerife Holiday # 5000 CASH award ! Call 09061743806 landline . TCs SAE Box326 CW25WX 150ppm,1
80488 . 500 free text message valid 31 December 2005 .,1
noe ... ü specify da domain nusstu ... Ü still sch ...,0
Cbe really good nowadays : ) lot shop showroom : ) city shaping good .,0
; - ) ok . feel like john lennon .,0
Hey darlin .. pick u college u tell wen & 2 mt .. love Pete xx,0
guaranteed £200 award even £1000 cashto claim UR award call free 08000407165 ( 18+ ) 2 stop getstop 88222 PHP . RG21 4JX,1
ü come n pick 530 ar ?,0
currently message awaiting collection . collect message call 08718723815 .,1
"Dear , cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell day u r coming.tmorow engaged an holiday .",0
da . happy sit together na,0
'd like would n't ? Jerk !,0
"Jane babe goin 2 wrk , feel ill lst nite . Foned already cover 4 chuck . : - )",0
Boo time u get ? U supposed take shopping today . : (,0
Alrite jod hows revision goin ? Keris bin doin smidgin . N e way u wan na cum college ? xx,0
n't put stuff road keep getting slippery ?,0
Sir send group mail check .,0
PRIVATE ! 2003 Account Statement show 800 un-redeemed S.I.M . point . Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,1
"yet chikku .. k , wat abt tht guy stopped irritating msging u ..",0
next month get upto 50 % Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB,1
Nothing getting msg dis name wit different 's ..,0
's really getting hanging around .,0
n't know u u n't know . Send CHAT 86688 let 's find ! 150p/Msg rcvd . HG/Suite342/2Lands/Row/W1J6HL LDN . 18 year .,1
"U WIN £100 Music Gift Vouchers every week starting Txt word DRAW 87066 TsCs www.Idew.com SkillGame , 1Winaweek , age16 . 150ppermessSubscription",1
"Yar lor wan 2 go c horse racing today mah , eat earlier lor . ate chicken rice . U ?",0
"Yo trip got postponed , still stocked ?",0
ü wan 2 meet n combine part ? 's da rest da project going ?,0
Ahhh . Work . vaguely remember ! feel like ? Lol,0
Yo ! Howz u ? girl never rang india . L,0
"`` YEH DEF UP4 SOMETHING SAT , GOT PAYED2DAY & HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I FEELINGOOD LUV ''",0
Realy sorry-i n't recognise number confused : ) r u please ? !,0
"'re getting worried , derek taylor already assumed worst",0
Okie ... Thanx ...,0
Hi . : ) technical support.providing assistance u customer call email : ),0
swt thought : `` Nver get tired little thing 4 lovable person .. '' Coz .. somtimes little thing occupy biggest part Hearts .. Gud ni8,0
Indians r poor India poor country . Says one swiss bank director . say `` & lt ; # & gt ; lac crore '' Indian money deposited swiss bank used 'taxless ' budget & lt ; # & gt ; yr . give & lt ; # & gt ; crore job Indians . village Delhi 4 lane road . Forever free power suply & lt ; # & gt ; social project . Every citizen get monthly & lt ; # & gt ; /- & lt ; # & gt ; yr . need World Bank & amp ; IMF loan . Think money blocked rich politician . full right corrupt politician . Itna forward karo ki pura INDIA padhe.g.m . '',0
"lastest Stereophonics , Marley , Dizzee Racal , Libertines Strokes ! Win Nookii game Flirt ! ! Click TheMob WAP Bookmark text WAP 82468",1
askd u question hour . answer,0
"Remember hurt day satanic imposter me.need pay price , it.may destiny keep going u said pray get mind get .",0
wan na gym ?,0
Good morning princess ! Happy New Year !,0
Watching tv lor ...,0
take like noon,0
per request 'Melle Melle ( Oru Minnaminunginte Nurungu Vettam ) ' set callertune Callers . Press * 9 copy friend Callertune,0
"Especially since talk boston personal statement , lol ! woulda changed realized said nyc ! say boston .",0
Wat uniform ? get ?,0
Chk ur belovd m dict,0
"Got hella gas money , want go grand nature adventure galileo little bit ?",0
Oh ... Okie lor ... go sat ...,0
n't quite know . still ca n't get hold anyone . cud pick bout 7.30pm see 're pub ?,0
Prasanth ettans mother passed away last night . pray family .,0
Thought could go dinner . 'll treat ! Seem ok ?,0
Well must pain catch,0
mean february april 'll getting place stay n't hustle back forth audition season since sister moved away harlem .,0
"Yalru lyfu astne chikku .. Bt innu mundhe lyf ali halla ke bilo ( marriage ) program edhae , lyf nt yet ovr chikku .. ali vargu lyfu meow meow : -D",0
Oh oh ... Den muz change plan liao ... Go back yan jiu ...,0
HI DARLIN FINISH 3 U 1 2 PICK MEET ? TEXT BACK NUMBER LUV KATE XXX,0
Yo know anyone & lt ; # & gt ; otherwise able buy liquor ? guy flaked right n't get hold somebody 4 loko night,0
. like love arrange .,0
"Sorry , 'll call later",0
"Fighting world easy , u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose .",0
FREE 1st week ! No1 Nokia tone 4 ur mob every week txt NOKIA 87077 Get txting tell ur mate . zed POBox 36504 W45WQ norm150p/tone 16+,1
U secret admirer looking 2 make contact U-find R * reveal think UR special-call 09058094594,1
Oh k. . come tomorrow,0
Mmm yummy babe ... Nice jolt suzy,0
"Oh fine , 'll tonight",0
Hey anyway : - ),0
Hey come online ! Use msn ...,0
"Hi , love ! go day ? Fuck , morning woke dropped cell way stair seems alright ... * phews * miss !",0
study alone without anyones help . cant need study .,0
Company good.environment terrific food really nice : ),0
R u continent ?,0
CHOSEN RECEIVE £350 AWARD ! Pls call claim number 09066364311 collect award selected receive valued mobile customer .,1
sent & lt ; # & gt ; buck,0
Aiyo please ü got time meh .,0
'm still pretty weak today .. Bad day ?,0
plural noun research ?,0
Dear Voucher Holder 2 claim 1st class airport lounge pass using holiday voucher call 08704439680 . booking quote 1st class x 2,1
K.k : ) going ?,0
one week leave put know time . .,0
Ok tell half hr b4 u come need 2 prepare .,0
Today iZ Yellow rose day . u love frndship give 1 misscall & amp ; send ur frndZ & amp ; See many miss call u get . u get 6missed U marry ur Lover .,0
U wake already ? Thanx 4 e tau sar piah 's quite nice .,0
Oops sorry . check n't mind picking tomo half eight station . Would ok ?,0
time coming .,0
K 'll sure get noon see 's,0
wake & gt ; : (,0
"Urgent ! call 09061749602 Landline . complimentary 4 * Tenerife Holiday £10,000 cash await collection SAE & Cs BOX 528 HP20 1YF 150ppm 18+",1
Que pas un buen tiempo something like,0
Slept ? thinkThis time ( & lt ; # & gt ; pm ) dangerous,0
"'m guy , browsin compulsory",0
"get free , call",0
"Please protect e-threats . SIB never asks sensitive information like Passwords , ATM/SMS PIN thru email . Never share password anybody .",0
able sleep .,0
Oh gei . happend tron . Maybe ill dl 3d,0
've sent wife text . buy 'll tell . relax . go get wkend .,0
Havent still waitin usual ... Ü come back sch oredi ?,0
much blackberry bold2 nigeria .,0
K .. k .. 'm also fine : ) complete course ?,0
bank say money ?,0
"Usf guess , might well take 1 car",0
Reply name address RECEIVE POST week completely free accommodation various global location www.phb1.com ph:08700435505150p,1
"Urgent ! Please call 0906346330 . ABTA complimentary 4 * Spanish Holiday £10,000 cash await collection SAE & Cs BOX 47 PO19 2EZ 150ppm 18+",1
Oh ... Lk tt den take e one tt end cine lor ... Dun wan yogasana oso ...,0
. time fix spelling . sometimes get completely diff word . Go figure,0
think steyn surely get one wicket : ),0
"Yes dont care ! need bad , princess !",0
K : ) k.are college ?,0
dun believe wat ?,0
Hi da : ) today class ?,0
say 'll give call friend 's got money 's definitely buying end week,0
Dear 0776xxxxxxx U 've invited XCHAT . final attempt contact u ! Txt CHAT 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1
dunno close oredi ... Ü v fan ...,0
Jus finish bathing ...,0
'm ok. part tomorrow,0
U make fb list,0
road cant txt,0
food,0
Oh god happy see message 3 day,0
"Sweetheart , hope kind day ! one load reason smile . Biola",0
U sure u ca n't take sick time ?,0
"Today 's Offer ! Claim ur £150 worth discount voucher ! Text YES 85023 ! SavaMob , member offer mobile ! Cs 08717898035 . £3.00 Sub . 16 . Unsub reply X",1
"Congrats ! 1 year special cinema pas 2 . call 09061209465 ! C Suprman V , Matrix3 , StarWars3 , etc 4 FREE ! bx420-ip4-5we . 150pm . Dont miss !",1
1 thing ! Change sentence : `` want 2 concentrate educational career im leaving .. '',0
Great ! shoot big load get ready !,0
Yes . Rent expensive way save .,0
"got another job ! one hospital data analysis something , start monday ! sure thesis got finished",0
"whatever , im pretty pissed .",0
Yup already ... Thanx 4 printing n handing .,0
cooked rather nice salmon la,0
"FREE RINGTONE text FIRST 87131 poly text GET 87131 true tone ! Help ? 0845 2814032 16 1st free , tone 3x£150pw e£nd txt stop",1
"One best dialogue cute reltnship .. ! ! `` Wen Die , Dont Come Near Body .. ! ! Bcoz Hands May Come 2 Wipe Ur Tears Time .. ! Gud ni8",0
Esplanade lor . else ...,0
. Thank . 've wonderful,0
Gud mrng dear hav nice day,0
Hi email address changed,0
Nothing ever easy . n't looking reason take risk life love,0
"last thing ever wanted hurt . n't think would . 'd laugh , embarassed , delete tag keep going . far knew , n't even . fact even felt like would hurt show really n't know . messy wednesday , n't bad . problem time clean , choose . skype , take picture , sleep , want go . n't mind thing , n't make bed , throw laundry top , ca n't friend house 'm embarassed 's underwear bra strewn bed , pillow floor , 's something else . used good least making bed .",0
"n't think get away trek long family town , sorry",0
'm already back home probably,0
"Probably , still going stuff",0
Dear . Call,0
Get FREE mobile video player FREE movie . collect text GO 89105 . free ! Extra film ordered 's c 's apply . 18 yr,1
wont anything de .,0
're gon na way specific,0
Ok ...,0
Lol 'm hot air balloon !,0
Hey next sun 1030 's basic yoga course ... bugis ... go ... Pilates intro next sat .... Tell time r free,0
RT-KIng Pro Video Club > > Need help ? info @ ringtoneking.co.uk call 08701237397 must 16+ Club credit redeemable www.ringtoneking.co.uk ! Enjoy !,1
tried call reply sm video mobile 750 min UNLIMITED TEXT + free camcorder Reply call 08000930705,1
u ask next sat . make 'm ok lor .,0
"Oh god ! 've found number ! 'm glad , text back xafter msg cst std ntwk chg £1.50",1
Dunno jus say go lido . time 930 .,0
's say hi drugdealer,0
seen 's back Holby ? !,0
XCLUSIVE @ CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK NICHOLS PARIS.FREE ROSES 2 LADIES ! ! ! info : 07946746291/07880867867,1
o called ubandu run without installing hard disk ... use o copy important file system give repair shop ..,0
's point hangin mr right 's makin u happy,0
Thanks understanding . 've trying tell sura .,0
SMS . ac Sptv : New Jersey Devils Detroit Red Wings play Ice Hockey . Correct Incorrect ? End ? Reply END SPTV,1
"Sunshine Hols . claim ur med holiday send stamped self address envelope Drinks Us UK , PO Box 113 , Bray , Wicklow , Eire . Quiz Starts Saturday ! Unsub Stop",1
Ok ...,0
weekend fine ( excuse much decorating ),0
Joy 's father John . John NAME Joy 's father . Mandan,0
Urgent Please call 09066612661 landline . £5000 cash luxury 4 * Canary Islands Holiday await collection . & Cs SAE award . 20M12AQ . 150ppm . 16+ “,1
Hello boytoy ! Geeee ... 'm missing today . like send tm remind 'm thinking ... loved ... * loving kiss *,0
"Fun fact : although would think armand would eventually build tolerance shit considering much smoke , get fucked like 2 hit",0
took tablet . Reaction morning .,0
Please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve ... already see net .. ticket available .. want book ticket tackle ..,0
Free Msg : Ringtone ! : http : //tms . widelive.com/index . wml ? id=1b6a5ecef91ff9 * 37819 & first=true18:0430-JUL-05,1
"TODAY Sorry day. ! ever angry , ever misbehaved hurt ? plz plz SLAP URSELF Bcoz , ur fault , 'm basically GOOD",0
"Babe ! go day ? ? miss already , Love ... * loving kiss * ... hope everything go well .",0
Tell bad character u Dnt lik . 'll try change & lt ; # & gt ; . add tat 2 new year resolution . Waiting ur reply.Be frank ... good morning .,0
important information 4 orange user 0789xxxxxxx . today lucky day ! 2find log onto http : //www.urawinner.com 'S FANTASTIC SURPRISE AWAITING !,1
Marvel Mobile Play official Ultimate Spider-man game ( £4.50 ) ur mobile right . Text SPIDER 83338 game & send u FREE 8Ball wallpaper,1
First gained & lt ; # & gt ; kg since took . Second done blood sugar test . ok blood pressure within normal limit worry,0
u wan 2 come dinner tonight ?,0
Aiyar hard 2 type . U later free tell call n scold n tell u .,0
chill another 6hrs . could sleep pain surgical emergency see unfolds . Okay,0
Nokia 7250i . get win FREE auction . take part send Nokia 86021 . HG/Suite342/2Lands Row/W1JHL 16+,1
's room number ? Wan na make sure 'm knocking right door,0
Uncle Abbey ! Happy New Year . Abiola,0
n't run away frm u ... walk slowly & amp ; kill u n't care enough stop ...,0
Beautiful Truth Gravity .. Read carefully : `` heart feel light someone .. feel heavy someone leaf .. '' GOOD NIGHT,0
"Thanks , 'll keep mind",0
lot sickness thing going round . Take easy . Hope u feel better soon . Lol,0
Sunshine Quiz Wkly Q ! Win top Sony DVD player u know country Liverpool played mid week ? Txt ansr 82277 . £1.50 SP : Tyrone,1
"naughty little thought : 'its better flirt , flirt n flirt , rather loving someone n gettin hurt , hurt n hurt ... : - ) Gud nyt",0
baby ! promise treat well ! bet take good care ...,0
Ard 6 like dat lor .,0
"Yeah hopefully , tyler ca n't could maybe ask around bit",0
Hi . Wk ok - hols ! Yes bit run . Forgot hairdresser appointment four need get home n shower beforehand . cause prob u ? '',0
"New Theory : Argument win SITUATION , loses PERSON . dont argue ur friend .. . . . kick & amp ; say , 'm always correct . !",0
"Customer service announcement . recently tried make delivery unable , please call 07090298926 re-schedule . Ref:9307622",1
S.i 'm watching live ..,0
free ? call ?,0
7 lor ... Change 2 suntec ... Wat time u coming ?,0
"Hi way u 2day , normal way & real . UR unique & hope know u 4 rest mylife . Hope u find wot lost .",0
xy ur car u picking ?,0
dance river ?,0
done ? handed ? Celebrations full swing yet ?,0
2/2 146tf150p,1
Ü home work meh ...,0
"Yep , derek 's house , see Sunday & lt ; 3",0
"Japanese Proverb : one , U , none , U must Indian version : one , LET .. none , LEAVE ! ! finally Kerala version : one , Stop .. none , Make strike ...",0
time tell friend around ?,0
thought king hill thing .,0
"could work , 'll reach consensus next meeting",0
XMAS iscoming & ur awarded either £500 CD gift voucher & free entry 2 r £100 weekly draw txt MUSIC 87066 TnC www.Ldew.com1win150ppmx3age16subscription,1
still getting good .,0
"Urgent ! call 09066612661 landline . complementary 4 * Tenerife Holiday £10,000 cash await collection SAE & Cs PO Box 3 WA14 2PX 150ppm 18+ Sender : Hol Offer",1
Monthly password wap . mobsi.com 391784 . Use wap phone PC .,1
one talking,0
. meant calculation . & lt ; # & gt ; unit & lt ; # & gt ; . school really expensive . started practicing accent . important . decided 4years dental school 'll nmde exam .,0
hoping enjoyed game yesterday . Sorry 've touch pls know fondly bein thot . great week . Abiola,0
"2nd time tried 2 contact u. U 750 Pound prize . 2 claim easy , call 08712101358 ! 10p per min . BT-national-rate",1
"ok , called mom instead fun",0
said okay . Sorry,0
type stuff sing ?,0
sport fan - get latest sport news str * 2 ur mobile 1 wk FREE PLUS FREE TONE Txt SPORT 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,1
Spoons okay ?,0
lot happened . Feels quiet . Beth aunt charlie working lot . helen mo . ?,0
'm town 'll jus take mrt later .,0
Nice talking ! please dont forget pix : ) want see ...,0
's borderline yeah whatever .,0
Please CALL 08712402578 immediately urgent message waiting,1
'm going lunch .,0
Dunno lei shd b driving lor co go sch 1 hr oni .,0
room ? need,0
good day ? Mine really busy much tomorrow night ?,0
part checking IQ,0
reach home safe n sound liao ...,0
need . person give na .,0
Hey ad crap nite borin without ya 2 boggy u boring biatch ! Thanx u wait til nxt time il ave ya,0
"said , '' u mind go bedroom minute ? `` '' OK '' , sed sexy mood . came 5 minuts latr wid cake ... n Wife ,",0
dear free message without recharge . Hi hi hi,0
"K , addie & amp ; art 'll get home",0
